building_id,meter_reading,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,sea_level_pressure,wind_direction,wind_speed
119,5.394554389427861,91149.0,2007.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
119,5.303304908059076,91149.0,2007.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
120,3.9749978045895347,68211.0,1976.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
121,5.438079308923196,150318.0,1906.0,9.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
121,5.70620952698047,150318.0,1906.0,9.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
122,4.907494535176743,83043.0,1991.0,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
123,3.858622228701031,61204.0,1989.0,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
124,2.33214389523559,38319.0,1900.0,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
125,4.3294166844015844,16802.0,1995.0,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
126,3.86702563949741,21539.0,2004.0,5.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
127,2.2699172627296598,27071.0,1963.7010722128923,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
128,3.4719664525503626,102774.0,1956.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
129,3.529297384289471,102957.0,1968.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
130,2.72785282839839,62893.0,1960.0,16.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
131,4.426027969730515,66661.0,1930.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
132,2.9231615807191558,83108.0,1995.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
133,2.928523523860541,64723.0,1960.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
134,3.339321977944068,49589.0,1998.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
135,3.32862668882732,66532.0,1967.0,10.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
136,2.859643327461724,56467.0,1960.0,9.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
137,2.7245795030534206,64024.0,1967.0,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
138,3.6226862313791375,118231.0,1963.7010722128923,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
138,0.216803495568011,118231.0,1963.7010722128923,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
139,2.610591715340238,56629.0,1900.0,6.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
140,2.1994886789892867,50020.0,1963.7010722128923,11.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
141,3.0749130714284325,44789.0,1919.0,5.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
142,2.665671439893704,45348.0,1963.7010722128923,4.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
143,2.803360380906535,40085.0,1963.7010722128923,4.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
144,3.3694934135299612,57673.0,1963.7010722128923,5.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
144,2.37944427709107,57673.0,1963.7010722128923,5.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
145,2.3451655405291643,14219.0,1963.7010722128923,4.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
145,4.61512051684126,14219.0,1963.7010722128923,4.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
146,1.9740810260220096,31614.0,1956.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
147,4.2912974460885325,82548.0,1977.0,7.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
148,3.8753590210565547,174601.0,1960.0,12.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
149,3.990871153745825,81881.0,1960.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
150,5.091908014224992,65657.0,1955.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
151,2.9856819377004897,30495.0,1997.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
152,1.721694594779768,10301.0,1970.0,2.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
153,2.0918640616783932,16092.0,1965.0,3.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
154,4.707726774313183,34455.0,1907.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
155,4.073291153024268,51688.0,1930.0,8.0,3.8,2.346009507130348,2.4,1020.9,240.0,3.1
156,4.7510870608882465,43681.0,2007.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
157,3.370738174177447,5258.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
158,3.0199369622508083,10135.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
159,2.551006451492524,9788.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
160,1.8625285401162623,15786.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
161,2.128231705849268,11329.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
162,4.243051882383293,98829.0,1968.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
163,4.3644989178056655,72102.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
163,1.7177361088792689,72102.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
163,3.5881885742718866,72102.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
164,3.1945831322991562,12908.0,1979.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
165,2.4475508632442313,3877.0,1975.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
166,5.69615344749171,553210.0,2009.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
166,5.3513177031096895,553210.0,2009.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
166,4.79710373257595,553210.0,2009.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
167,4.086312390524837,86323.0,1956.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
167,3.7383812697612804,86323.0,1956.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
168,6.141607205537701,183460.0,2005.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
168,3.9618982949217947,183460.0,2005.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
168,5.223782380159789,183460.0,2005.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
169,6.152115482991541,179559.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
169,5.180017947588741,179559.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
169,5.69373887278676,179559.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
170,3.7584055167625467,45224.0,1982.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
170,2.5087126906279655,45224.0,1982.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
171,3.5295905964305545,131797.0,1968.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
171,1.9259115025486233,131797.0,1968.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
172,4.719212902028752,121440.0,1983.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
173,5.1477270079155355,90903.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
173,3.0127221251736254,90903.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
174,5.19794439240125,90900.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
174,3.98635652357303,90900.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
175,4.472666836174998,111635.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
175,4.765050136441716,111635.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
175,3.068750366290563,111635.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
176,3.273742726309041,62238.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
177,5.330978148787585,167066.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
177,4.880420300896782,167066.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
177,4.037483163092445,167066.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
178,3.260017768199376,23392.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
178,1.9276152417208041,23392.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
179,3.6980869348648495,24867.0,2012.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
179,0.06793898300819287,24867.0,2012.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
179,1.3688175270685579,24867.0,2012.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
180,3.050220458838061,24586.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
180,3.0599926310076317,24586.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
181,5.431010908273502,148829.0,2014.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
181,2.6093563029745894,148829.0,2014.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
182,0.8372475245337022,1022.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
183,4.997144703913756,132518.0,1992.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
183,2.6449470937096726,132518.0,1992.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
183,2.750700922481752,132518.0,1992.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
184,3.070375816549757,34171.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
184,2.5433956594740135,34171.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
185,3.868280082480227,84300.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
186,1.5085119938441398,1629.0,1948.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
187,1.81319474994812,44203.0,1950.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
187,0.5117452008253743,44203.0,1950.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
188,2.5079719227189963,23549.0,1941.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
188,1.9677415293646525,23549.0,1941.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
189,1.7351891177396608,7481.0,1969.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
190,4.783148993347909,137040.0,1957.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
190,4.181677554154766,137040.0,1957.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
191,4.02266952551521,78268.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
191,4.429532641332553,78268.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
191,3.9283312993523243,78268.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
192,6.53442816840178,151637.0,1983.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
192,5.532206971647893,151637.0,1983.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
192,4.2254649256502335,151637.0,1983.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
193,1.4793292270870801,6203.0,1999.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
194,5.493596279713942,155682.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
194,2.528548664311502,155682.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
195,2.1983350716202463,9703.0,1940.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
195,3.226681282867857,9703.0,1940.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
195,2.2815759381361245,9703.0,1940.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
196,4.2756934238792645,40531.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
197,4.580160022983923,102856.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
197,2.8837331040490457,102856.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
198,5.29265134492141,163959.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
198,3.8553806936787165,163959.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
199,4.639088404191552,405083.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
200,4.160288345516135,143093.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
200,3.929251734854071,143093.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
200,4.181677554154766,143093.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
201,6.203344906143481,219608.0,1992.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
201,5.591509232173415,219608.0,1992.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
201,4.6115905313909895,219608.0,1992.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
202,4.971547905388209,74682.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
202,4.597042243575927,74682.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
202,4.135884698816597,74682.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
203,5.490382962291385,63348.0,2007.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
203,5.208316069653899,63348.0,2007.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
203,4.6115905313909895,63348.0,2007.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
204,3.2276373305367736,30949.0,1951.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
204,3.762629326443283,30949.0,1951.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
205,4.260706099437326,60086.0,2001.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
205,4.464545121229953,60086.0,2001.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
206,5.092153835268511,345837.0,1966.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
206,5.135916077189213,345837.0,1966.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
206,1.3688175270685579,345837.0,1966.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
207,4.422688616392771,99700.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
207,3.0566909572126137,99700.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
208,4.360419880919823,36904.0,1934.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
208,0.10029772131536394,36904.0,1934.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
209,6.796018925242058,193294.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
209,6.701213158165353,193294.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
209,5.898274119041637,193294.0,2006.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
210,5.11954948795338,71248.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
210,3.292839786652927,71248.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
210,4.037483163092445,71248.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
211,5.27918551423201,48411.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
212,6.747915111337166,327256.0,2012.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
212,5.050451983466579,327256.0,2012.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
212,5.9977124880117385,327256.0,2012.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
213,5.171165580887553,49662.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
213,3.4282579202090098,49662.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
213,5.07052552866932,49662.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
214,5.28776185260852,91273.0,1951.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
215,3.2347491740244907,36406.0,1940.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
215,1.84776165934334,36406.0,1940.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
215,2.750700922481752,36406.0,1940.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
216,4.3987608336650466,137065.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
216,2.941059591251393,137065.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
216,3.068750366290563,137065.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
217,5.30325515557766,282946.0,2003.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
217,4.564611698413498,282946.0,2003.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
217,3.068750366290563,282946.0,2003.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
218,3.763754988759043,16411.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
219,4.996198246298486,96124.0,1959.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
219,5.6280814393791845,96124.0,1959.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
220,5.497250189147188,122592.0,1971.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
220,5.290466630003323,122592.0,1971.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
220,3.7383812697612804,122592.0,1971.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
221,5.968656407781974,204349.0,1993.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
221,5.69460381265669,204349.0,1993.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
221,5.25486692067409,204349.0,1993.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
222,2.7350166493320245,11935.0,1939.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
222,2.4942957670846857,11935.0,1939.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
223,7.615061742099993,261188.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
224,5.891588961680726,272278.0,1955.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
224,2.6936875502663735,272278.0,1955.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
224,4.79710373257595,272278.0,1955.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
225,4.325191697921343,216526.0,1967.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
225,5.21023996701277,216526.0,1967.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
225,5.814431978922638,216526.0,1967.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
226,3.416085994155906,74180.0,1930.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
226,2.8935168070402377,74180.0,1930.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
226,2.2815759381361245,74180.0,1930.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
227,1.884034745337226,17132.0,1918.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
228,3.3105430133940246,49108.0,1951.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
229,5.350292928138379,140092.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
229,4.779039455967062,140092.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
230,2.1150499691472033,10334.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
231,4.2698373000603045,33739.0,1939.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
231,6.240036050340415,33739.0,1939.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
232,4.242045918369452,24345.0,1981.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
232,6.133662650067539,24345.0,1981.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
233,2.5494451709255714,25139.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
234,4.15997623565093,179167.0,1971.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
234,4.245989247523522,179167.0,1971.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
234,2.922317138256452,179167.0,1971.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
235,2.547098670044448,9309.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
235,2.0836451939404097,9309.0,1970.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
236,3.790758917935107,144086.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
236,2.143132047103699,144086.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
236,2.922317138256452,144086.0,1989.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
237,3.8562988566557843,101262.0,1982.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
237,2.4251920304603427,101262.0,1982.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
238,4.708899371750569,45017.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
238,3.243291325895978,45017.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
239,4.715637639014062,106440.0,1963.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
239,2.8250032627958435,106440.0,1963.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
239,4.2254649256502335,106440.0,1963.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
240,4.469121341524815,111304.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
240,3.666102006423948,111304.0,1964.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
241,3.8989377658794906,51999.0,1974.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
242,2.8758219768814333,157113.0,1987.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
243,4.186163807313259,557217.0,2004.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
244,3.9193957597575593,95717.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
244,2.3741333633330868,95717.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
245,4.182660643270669,88486.0,1963.7010722128923,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
246,5.715381610499553,202435.0,1967.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
246,5.199231568057446,202435.0,1967.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
246,5.013737145045342,202435.0,1967.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
247,4.824305715904762,64560.0,1965.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
247,5.2003957799872085,64560.0,1965.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
247,4.6115905313909895,64560.0,1965.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
248,3.644666299437611,24643.0,1982.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
248,2.497197473872233,24643.0,1982.0,4.033060037027242,15.6,6.0,-5.6,1015.3,270.0,3.6
